Time (s)             ,Temperature (C) ,Relative Humidity (%)
  3.5704739093780518 ,           22.1 ,                 99.0
  5.597828149795532  ,           22.1 ,                 99.0
  7.625334978103638  ,           22.1 ,                 99.0
  9.656545162200928  ,           22.1 ,                 99.0
 11.683930158615112  ,           22.1 ,                 99.0
 13.715185165405273  ,           22.1 ,                 99.0
 15.742672204971313  ,           22.1 ,                 99.0
 17.770114183425903  ,           22.1 ,                 99.0
 19.801391124725342  ,           22.1 ,                 99.0
 21.828930139541626  ,           22.2 ,                 99.0
 23.85622501373291   ,           22.3 ,                 99.0
 25.887681007385254  ,           22.4 ,                 99.0
 27.915033102035522  ,           22.6 ,                 99.0
 29.94241213798523   ,           22.9 ,                 99.0
 31.973721027374268  ,           23.3 ,                 99.0
 34.00110912322998   ,           23.8 ,                 99.0
 36.02841329574585   ,           24.4 ,                 99.0
 38.05992603302002   ,           25.1 ,                 99.0
 40.087268114089966  ,           26.0 ,                 99.0
 42.114705085754395  ,           26.9 ,                 99.0
 44.14614391326904   ,           28.0 ,                 99.0
 46.17346405982971   ,           29.3 ,                 99.0
 48.20085120201111   ,           30.6 ,                 99.0
 50.232259035110474  ,           32.1 ,                 99.0
 52.25961208343506   ,           33.6 ,                 99.0
 54.28707718849182   ,           35.3 ,                 99.0
 56.31839609146118   ,           37.1 ,                 99.0
 58.34573316574097   ,           38.9 ,                 99.0
 60.373181104660034  ,           40.7 ,                 99.0
 62.40459108352661   ,           42.6 ,                 99.0
 64.43195414543152   ,           44.4 ,                 99.0
 66.45933699607849   ,           46.1 ,                 99.0
 68.48675918579102   ,           47.7 ,                 99.0
 70.51817393302917   ,           49.3 ,                 99.0
 72.54541015625      ,           50.8 ,                 98.0
 74.57275009155273   ,           52.2 ,                 97.0
 76.60424900054932   ,           53.6 ,                 96.0
 78.6314868927002    ,           54.9 ,                 96.0
 80.6588830947876    ,           56.1 ,                 96.0
 82.69028496742249   ,           57.2 ,                 96.0
 84.71775102615356   ,           58.0 ,                 96.0
 86.7450532913208    ,           58.7 ,                 96.0
 88.77645206451416   ,           59.3 ,                 96.0
 90.80392026901245   ,           59.7 ,                 96.0
 92.83129215240479   ,           59.9 ,                 96.0
 94.86262011528015   ,           60.0 ,                 96.0
 96.89004325866699   ,           60.0 ,                 96.0
 98.91739511489868   ,           60.0 ,                 96.0
100.94897723197937   ,           59.9 ,                 96.0
102.9760971069336    ,           59.7 ,                 96.0
105.00370812416077   ,           59.4 ,                 96.0
107.03092312812805   ,           59.0 ,                 96.0
109.0623140335083    ,           58.6 ,                 96.0
111.08976721763611   ,           58.2 ,                 96.0
113.11710810661316   ,           57.8 ,                 96.0
115.14842796325684   ,           57.3 ,                 96.0
117.1758360862732    ,           56.9 ,                 96.0
119.20340013504028   ,           56.4 ,                 96.0
121.23468518257141   ,           55.9 ,                 96.0
123.2620210647583    ,           55.5 ,                 96.0
125.28941321372986   ,           55.0 ,                 96.0
127.32082915306091   ,           54.6 ,                 96.0
129.3482003211975    ,           54.1 ,                 96.0
131.37537813186646   ,           53.7 ,                 96.0
133.40691089630127   ,           53.2 ,                 96.0
135.43434596061707   ,           52.8 ,                 96.0
137.46174001693726   ,           52.4 ,                 96.0
139.4891209602356    ,           52.0 ,                 96.0
141.52048301696777   ,           51.5 ,                 96.0
143.5479531288147    ,           51.1 ,                 96.0
145.575208902359     ,           50.7 ,                 96.0
147.60668516159058   ,           50.3 ,                 96.0
149.6340742111206    ,           49.9 ,                 96.0
151.66129612922668   ,           49.5 ,                 96.0
153.69279217720032   ,           49.1 ,                 96.0
155.72014999389648   ,           48.8 ,                 96.0
157.7474901676178    ,           48.4 ,                 96.0
159.7749502658844    ,           48.0 ,                 96.0
161.80624103546143   ,           47.6 ,                 96.0
163.8337059020996    ,           47.3 ,                 97.0
165.86105108261108   ,           46.9 ,                 97.0
167.89242315292358   ,           46.6 ,                 97.0
169.9197220802307    ,           46.2 ,                 97.0
171.94727611541748   ,           45.9 ,                 97.0
173.9786102771759    ,           45.5 ,                 97.0
176.00595712661743   ,           45.2 ,                 98.0
178.03336906433105   ,           44.9 ,                 98.0
180.06474709510803   ,           44.6 ,                 98.0
182.09215807914734   ,           44.2 ,                 98.0
184.1195421218872    ,           43.9 ,                 99.0
186.1509072780609    ,           43.6 ,                 99.0
188.17828011512756   ,           43.3 ,                 99.0
190.20575618743896   ,           43.0 ,                 99.0
192.2370250225067    ,           42.7 ,                 99.0
194.26443123817444   ,           42.4 ,                 99.0
196.29190802574158   ,           42.2 ,                 99.0
198.32321619987488   ,           41.9 ,                 99.0
200.3506691455841    ,           41.6 ,                 99.0
202.37799501419067   ,           41.4 ,                 99.0
204.40937900543213   ,           41.1 ,                 99.0
206.43679904937744   ,           40.8 ,                 99.0
208.46414518356323   ,           40.6 ,                 99.0
210.49151730537415   ,           40.4 ,                 99.0
212.52298426628113   ,           40.1 ,                 99.0
214.55028820037842   ,           39.9 ,                 99.0
216.57769107818604   ,           39.7 ,                 99.0
218.6090440750122    ,           39.4 ,                 99.0
220.63655710220337   ,           39.2 ,                 99.0
222.66383004188538   ,           39.0 ,                 99.0
224.69521808624268   ,           38.8 ,                 99.0
226.7226140499115    ,           38.6 ,                 99.0
228.74997806549072   ,           38.4 ,                 99.0
230.78141689300537   ,           38.1 ,                 99.0
232.8088071346283    ,           37.9 ,                 99.0
234.8361451625824    ,           37.8 ,                 99.0
236.867604970932     ,           37.6 ,                 99.0
238.89489102363586   ,           37.4 ,                 99.0
240.92230606079102   ,           37.2 ,                 99.0
242.953675031662     ,           37.0 ,                 99.0
244.9811990261078    ,           36.8 ,                 99.0
247.00844597816467   ,           36.6 ,                 99.0
249.0398781299591    ,           36.4 ,                 99.0
251.06732320785522   ,           36.3 ,                 99.0
253.09462714195251   ,           36.1 ,                 99.0
255.1259961128235    ,           35.9 ,                 99.0
257.153400182724     ,           35.8 ,                 99.0
259.18078207969666   ,           35.6 ,                 99.0
261.21214628219604   ,           35.5 ,                 99.0
263.23956203460693   ,           35.3 ,                 99.0
265.26695704460144   ,           35.1 ,                 99.0
267.294420003891     ,           35.0 ,                 99.0
269.32577109336853   ,           34.8 ,                 99.0
271.35307693481445   ,           34.7 ,                 99.0
273.38057112693787   ,           34.5 ,                 99.0
275.4118330478668    ,           34.4 ,                 99.0
277.43928122520447   ,           34.2 ,                 99.0
279.4666612148285    ,           34.1 ,                 99.0
281.49799609184265   ,           33.9 ,                 99.0
283.5253691673279    ,           33.8 ,                 99.0
285.55293321609497   ,           33.7 ,                 99.0
287.5841910839081    ,           33.5 ,                 99.0
289.6116349697113    ,           33.4 ,                 99.0
291.638934135437     ,           33.3 ,                 99.0
293.670291185379     ,           33.2 ,                 99.0
295.6977252960205    ,           33.0 ,                 99.0
297.72504806518555   ,           32.9 ,                 99.0
299.7523510456085    ,           32.8 ,                 99.0
301.78379106521606   ,           32.7 ,                 99.0
303.8112051486969    ,           32.5 ,                 99.0
305.8386161327362    ,           32.4 ,                 99.0
307.8699851036072    ,           32.3 ,                 99.0
309.8975200653076    ,           32.2 ,                 99.0
311.9247770309448    ,           32.1 ,                 99.0
313.95615911483765   ,           31.9 ,                 99.0
315.9835331439972    ,           31.8 ,                 99.0
318.0110421180725    ,           31.7 ,                 99.0
320.0423312187195    ,           31.6 ,                 99.0
322.0698549747467    ,           31.5 ,                 99.0
324.09715509414673   ,           31.4 ,                 99.0
326.12854504585266   ,           31.3 ,                 99.0
328.15587401390076   ,           31.1 ,                 99.0
330.18324089050293   ,           31.0 ,                 99.0
332.21469807624817   ,           30.9 ,                 99.0
334.24205899238586   ,           30.8 ,                 99.0
336.26954412460327   ,           30.7 ,                 99.0
338.3008041381836    ,           30.6 ,                 99.0
340.32830905914307   ,           30.5 ,                 99.0
342.355614900589     ,           30.4 ,                 99.0
344.3869671821594    ,           30.3 ,                 99.0
346.41436100006104   ,           30.2 ,                 99.0
348.44178104400635   ,           30.1 ,                 99.0
350.4732551574707    ,           30.0 ,                 99.0
352.5006582736969    ,           29.9 ,                 99.0
354.52797508239746   ,           29.8 ,                 99.0
356.5592920780182    ,           29.7 ,                 99.0
358.5867602825165    ,           29.6 ,                 99.0
360.6142201423645    ,           29.5 ,                 99.0
362.6454122066498    ,           29.5 ,                 99.0
364.6728949546814    ,           29.4 ,                 99.0
366.7002592086792    ,           29.3 ,                 99.0
368.7316701412201    ,           29.2 ,                 99.0
370.75901913642883   ,           29.1 ,                 99.0
372.7864761352539    ,           29.0 ,                 99.0
374.81780314445496   ,           28.9 ,                 99.0
376.8451180458069    ,           28.8 ,                 99.0
378.8725440502167    ,           28.8 ,                 99.0
380.90393328666687   ,           28.7 ,                 99.0
382.93140411376953   ,           28.6 ,                 99.0
384.9586760997772    ,           28.5 ,                 99.0
386.9901759624481    ,           28.4 ,                 99.0
389.0175201892853    ,           28.4 ,                 99.0
391.04482412338257   ,           28.3 ,                 99.0
393.0723011493683    ,           28.2 ,                 99.0
395.1037292480469    ,           28.1 ,                 99.0
397.13111901283264   ,           28.1 ,                 99.0
399.15843415260315   ,           28.0 ,                 99.0
401.1897919178009    ,           27.9 ,                 99.0
403.21719121932983   ,           27.8 ,                 99.0
405.2446241378784    ,           27.8 ,                 99.0
407.276034116745     ,           27.7 ,                 99.0
409.3033699989319    ,           27.6 ,                 99.0
411.3307650089264    ,           27.5 ,                 99.0
413.3621771335602    ,           27.5 ,                 99.0
415.389404296875     ,           27.4 ,                 99.0
417.4169499874115    ,           27.3 ,                 99.0
419.44836497306824   ,           27.3 ,                 99.0
421.47566318511963   ,           27.2 ,                 99.0
423.5030961036682    ,           27.1 ,                 99.0
425.5343670845032    ,           27.1 ,                 99.0
427.56196093559265   ,           27.0 ,                 99.0
429.59331703186035   ,           27.0 ,                 99.0
431.62062215805054   ,           26.9 ,                 99.0
433.647989988327     ,           26.8 ,                 99.0
435.67951011657715   ,           26.8 ,                 99.0
437.7068190574646    ,           26.7 ,                 99.0
439.7341740131378    ,           26.7 ,                 99.0
441.7615921497345    ,           26.6 ,                 99.0
443.79289388656616   ,           26.6 ,                 99.0
445.8203399181366    ,           26.5 ,                 99.0
447.8477370738983    ,           26.4 ,                 99.0
449.8790409564972    ,           26.4 ,                 99.0
451.90649604797363   ,           26.3 ,                 99.0
453.9338779449463    ,           26.3 ,                 99.0
455.96526312828064   ,           26.2 ,                 99.0
457.99257016181946   ,           26.2 ,                 99.0
460.0200231075287    ,           26.1 ,                 99.0
462.0514690876007    ,           26.1 ,                 99.0
464.0788731575012    ,           26.0 ,                 99.0
466.10627603530884   ,           26.0 ,                 99.0
468.137540102005     ,           25.9 ,                 99.0
470.1649580001831    ,           25.9 ,                 99.0
472.1924180984497    ,           25.8 ,                 99.0
474.22377920150757   ,           25.8 ,                 99.0
476.2511291503906    ,           25.7 ,                 99.0
478.27848410606384   ,           25.7 ,                 99.0
480.3100321292877    ,           25.6 ,                 99.0
482.33729100227356   ,           25.6 ,                 99.0
484.36472392082214   ,           25.5 ,                 99.0
486.3961489200592    ,           25.5 ,                 99.0
488.4235372543335    ,           25.5 ,                 99.0
490.4508430957794    ,           25.4 ,                 99.0
492.48213028907776   ,           25.4 ,                 99.0
494.50957107543945   ,           25.3 ,                 99.0
496.5370559692383    ,           25.3 ,                 99.0
498.56837010383606   ,           25.2 ,                 99.0
500.5957622528076    ,           25.2 ,                 99.0
502.6230731010437    ,           25.1 ,                 99.0
504.654550075531     ,           25.1 ,                 99.0
506.681921005249     ,           25.1 ,                 99.0
508.7093369960785    ,           25.0 ,                 99.0
510.7407228946686    ,           25.0 ,                 99.0
512.7680790424347    ,           25.0 ,                 99.0
514.7955219745636    ,           24.9 ,                 99.0
516.8268930912018    ,           24.9 ,                 99.0
518.8543291091919    ,           24.9 ,                 99.0
520.8816421031952    ,           24.8 ,                 99.0
522.9130549430847    ,           24.8 ,                 99.0
524.940376996994     ,           24.8 ,                 99.0
526.967835187912     ,           24.7 ,                 99.0
528.9992082118988    ,           24.7 ,                 99.0
531.0265610218048    ,           24.7 ,                 99.0
533.0540180206299    ,           24.6 ,                 99.0
535.0854032039642    ,           24.6 ,                 99.0
537.112743139267     ,           24.6 ,                 99.0
539.1401829719543    ,           24.5 ,                 99.0
541.1675820350647    ,           24.5 ,                 99.0
543.1988191604614    ,           24.5 ,                 99.0
545.226312160492     ,           24.4 ,                 99.0
547.2537269592285    ,           24.4 ,                 99.0
549.2851400375366    ,           24.4 ,                 99.0
551.3126931190491    ,           24.4 ,                 99.0
553.3397581577301    ,           24.3 ,                 99.0
555.3711891174316    ,           24.3 ,                 99.0
557.3987250328064    ,           24.3 ,                 99.0
559.4299383163452    ,           24.2 ,                 99.0
561.4574272632599    ,           24.2 ,                 99.0
563.4847280979156    ,           24.2 ,                 99.0
565.5161991119385    ,           24.2 ,                 99.0
567.5435812473297    ,           24.1 ,                 99.0
569.5708982944489    ,           24.1 ,                 99.0
571.6023740768433    ,           24.1 ,                 99.0
573.6296739578247    ,           24.1 ,                 99.0
575.6570191383362    ,           24.0 ,                 99.0
577.6885261535645    ,           24.0 ,                 99.0
579.715930223465     ,           24.0 ,                 99.0
581.7433500289917    ,           24.0 ,                 99.0
583.7747099399567    ,           23.9 ,                 99.0
585.8021030426025    ,           23.9 ,                 99.0
587.8293821811676    ,           23.9 ,                 99.0
589.860846042633     ,           23.9 ,                 99.0
591.8882501125336    ,           23.9 ,                 99.0
593.915647983551     ,           23.8 ,                 99.0
595.9469969272614    ,           23.8 ,                 99.0
597.9744210243225    ,           23.8 ,                 99.0
600.0017850399017    ,           23.8 ,                 99.0
602.0331830978394    ,           23.7 ,                 99.0
604.0603470802307    ,           23.7 ,                 99.0
606.0877850055695    ,           23.7 ,                 99.0
608.1193001270294    ,           23.7 ,                 99.0
610.1467020511627    ,           23.7 ,                 99.0
612.1740562915802    ,           23.6 ,                 99.0
614.2052640914917    ,           23.6 ,                 99.0
616.2326650619507    ,           23.6 ,                 99.0
618.2601451873779    ,           23.6 ,                 99.0
620.2876811027527    ,           23.6 ,                 99.0
622.3191809654236    ,           23.5 ,                 99.0
624.3464360237122    ,           23.5 ,                 99.0
626.377779006958     ,           23.5 ,                 99.0
628.4051880836487    ,           23.5 ,                 99.0
630.4326131343842    ,           23.5 ,                 99.0
632.464054107666     ,           23.5 ,                 99.0
634.491562128067     ,           23.4 ,                 99.0
636.5227320194244    ,           23.4 ,                 99.0
638.5501821041107    ,           23.4 ,                 99.0
640.5776090621948    ,           23.4 ,                 99.0
642.6089169979095    ,           23.4 ,                 99.0
644.636482000351     ,           23.4 ,                 99.0
646.6637523174286    ,           23.3 ,                 99.0
648.6950261592865    ,           23.3 ,                 99.0
650.7224900722504    ,           23.3 ,                 99.0
652.7539839744568    ,           23.3 ,                 99.0
654.7812469005585    ,           23.3 ,                 99.0
656.8086891174316    ,           23.3 ,                 99.0
658.8400340080261    ,           23.2 ,                 99.0
660.8674700260162    ,           23.2 ,                 99.0
662.8949010372162    ,           23.2 ,                 99.0
664.9261419773102    ,           23.2 ,                 99.0
666.9536192417145    ,           23.2 ,                 99.0
668.9810810089111    ,           23.2 ,                 99.0
671.0123991966248    ,           23.2 ,                 99.0
673.0398330688477    ,           23.1 ,                 99.0
675.0712480545044    ,           23.1 ,                 99.0
677.0985970497131    ,           23.1 ,                 99.0
679.1259441375732    ,           23.1 ,                 99.0
681.1574020385742    ,           23.1 ,                 99.0
683.1847651004791    ,           23.1 ,                 99.0
685.2122280597687    ,           23.1 ,                 99.0
687.2435109615326    ,           23.1 ,                 99.0
689.2709822654724    ,           23.1 ,                 99.0
691.2984440326691    ,           23.0 ,                 99.0
693.3297131061554    ,           23.0 ,                 99.0
695.3570930957794    ,           23.0 ,                 99.0
697.3844931125641    ,           23.0 ,                 99.0
699.4159240722656    ,           23.0 ,                 99.0
701.4433200359344    ,           23.0 ,                 99.0
703.4706881046295    ,           23.0 ,                 99.0
705.5020930767059    ,           23.0 ,                 99.0
707.5294060707092    ,           22.9 ,                 99.0
709.5567679405212    ,           22.9 ,                 99.0
711.5881810188293    ,           22.9 ,                 99.0
713.6156342029572    ,           22.9 ,                 99.0
715.6428821086884    ,           22.9 ,                 99.0
717.6742901802063    ,           22.9 ,                 99.0
719.7016849517822    ,           22.9 ,                 99.0
721.7290251255035    ,           22.9 ,                 99.0
723.7605471611023    ,           22.9 ,                 99.0
725.7878551483154    ,           22.9 ,                 99.0
727.8153309822083    ,           22.8 ,                 99.0
729.846645116806     ,           22.8 ,                 99.0
731.8740310668945    ,           22.8 ,                 99.0
733.9013850688934    ,           22.8 ,                 99.0
735.9328582286835    ,           22.8 ,                 99.0
737.9602642059326    ,           22.8 ,                 99.0
739.9875981807709    ,           22.8 ,                 99.0
742.0151879787445    ,           22.8 ,                 99.0
744.0464680194855    ,           22.8 ,                 99.0
746.073667049408     ,           22.8 ,                 99.0
748.1012082099915    ,           22.8 ,                 99.0
750.1325192451477    ,           22.8 ,                 99.0
752.1598262786865    ,           22.7 ,                 99.0
754.1873059272766    ,           22.7 ,                 99.0
756.2187850475311    ,           22.7 ,                 99.0
758.2460501194       ,           22.7 ,                 99.0
760.2734880447388    ,           22.7 ,                 99.0
762.3048141002655    ,           22.7 ,                 99.0
764.3322260379791    ,           22.7 ,                 99.0
766.3595571517944    ,           22.7 ,                 99.0
768.390994310379     ,           22.7 ,                 99.0
770.4183580875397    ,           22.7 ,                 99.0
772.4457731246948    ,           22.7 ,                 99.0
774.4770910739899    ,           22.7 ,                 99.0
776.5045430660248    ,           22.7 ,                 99.0
778.5319111347198    ,           22.7 ,                 99.0
780.5593481063843    ,           22.7 ,                 99.0
782.5907130241394    ,           22.6 ,                 99.0
784.6180431842804    ,           22.6 ,                 99.0
786.6494419574738    ,           22.6 ,                 99.0
788.6769180297852    ,           22.6 ,                 99.0
790.7043070793152    ,           22.6 ,                 99.0
792.7356281280518    ,           22.6 ,                 99.0
794.7631599903107    ,           22.6 ,                 99.0
796.7944800853729    ,           22.6 ,                 99.0
798.8218951225281    ,           22.6 ,                 99.0
800.849189043045     ,           22.6 ,                 99.0
802.8806471824646    ,           22.6 ,                 99.0
804.9080910682678    ,           22.6 ,                 99.0
806.9354770183563    ,           22.6 ,                 99.0
808.966863155365     ,           22.6 ,                 99.0
810.9942841529846    ,           22.6 ,                 99.0
813.025633096695     ,           22.6 ,                 99.0
815.0529761314392    ,           22.6 ,                 99.0
817.0804002285004    ,           22.6 ,                 99.0
819.1118211746216    ,           22.5 ,                 99.0
821.139237165451     ,           22.5 ,                 99.0
823.1665260791779    ,           22.5 ,                 99.0
825.1980521678925    ,           22.5 ,                 99.0
827.2253351211548    ,           22.5 ,                 99.0
829.2526710033417    ,           22.5 ,                 99.0
831.2841410636902    ,           22.5 ,                 99.0
833.3115499019623    ,           22.5 ,                 99.0
835.3429000377655    ,           22.5 ,                 99.0
837.3703379631042    ,           22.5 ,                 99.0
839.3976671695709    ,           22.5 ,                 99.0
841.4290969371796    ,           22.5 ,                 99.0
843.4565250873566    ,           22.5 ,                 99.0
845.4838531017303    ,           22.5 ,                 99.0
847.5153160095215    ,           22.5 ,                 99.0
849.5426800251007    ,           22.5 ,                 99.0
851.5740571022034    ,           22.5 ,                 99.0
853.6014740467072    ,           22.5 ,                 99.0
855.6288728713989    ,           22.5 ,                 99.0
857.660206079483     ,           22.5 ,                 99.0
859.6876809597015    ,           22.4 ,                 99.0
861.7150421142578    ,           22.4 ,                 99.0
863.7464082241058    ,           22.4 ,                 99.0
865.7738461494446    ,           22.4 ,                 99.0
867.8011031150818    ,           22.4 ,                 99.0
869.8326032161713    ,           22.4 ,                 99.0
871.859964132309     ,           22.4 ,                 99.0
873.8872592449188    ,           22.4 ,                 99.0
875.9187061786652    ,           22.4 ,                 99.0
877.9461331367493    ,           22.4 ,                 99.0
879.9773869514465    ,           22.4 ,                 99.0
882.0048670768738    ,           22.4 ,                 99.0
884.032261133194     ,           22.4 ,                 99.0
886.0636401176453    ,           22.4 ,                 99.0
888.0909922122955    ,           22.4 ,                 99.0
890.1184940338135    ,           22.4 ,                 99.0
892.1497480869293    ,           22.4 ,                 99.0
894.1772773265839    ,           22.4 ,                 99.0
896.2045900821686    ,           22.4 ,                 99.0
898.2360291481018    ,           22.4 ,                 99.0
900.2634100914001    ,           22.4 ,                 99.0
902.290785074234     ,           22.4 ,                 99.0
904.3222362995148    ,           22.4 ,                 99.0
906.3495240211487    ,           22.4 ,                 99.0
908.3809080123901    ,           22.3 ,                 99.0
910.4083151817322    ,           22.3 ,                 99.0
912.4358191490173    ,           22.3 ,                 99.0
914.4670851230621    ,           22.3 ,                 99.0
916.4944891929626    ,           22.3 ,                 99.0
918.5219922065735    ,           22.3 ,                 99.0
920.5531671047211    ,           22.3 ,                 99.0
922.58056807518      ,           22.3 ,                 99.0
924.607812166214     ,           22.3 ,                 99.0
926.6394550800323    ,           22.3 ,                 99.0
928.6667959690094    ,           22.3 ,                 99.0
930.6941649913788    ,           22.3 ,                 99.0
932.7256591320038    ,           22.3 ,                 99.0
934.7530741691589    ,           22.3 ,                 99.0
936.7804999351501    ,           22.3 ,                 99.0
938.8118350505829    ,           22.3 ,                 99.0
940.8392460346222    ,           22.3 ,                 99.0
942.8705461025238    ,           22.3 ,                 99.0
944.8979940414429    ,           22.3 ,                 99.0
946.925430059433     ,           22.3 ,                 99.0
948.9567821025848    ,           22.3 ,                 99.0
950.9840371608734    ,           22.3 ,                 99.0
953.0114850997925    ,           22.3 ,                 99.0
955.0428841114044    ,           22.3 ,                 99.0
957.0703642368317    ,           22.3 ,                 99.0
959.0977149009705    ,           22.3 ,                 99.0
961.1291921138763    ,           22.3 ,                 99.0
963.1565382480621    ,           22.3 ,                 99.0
965.1839671134949    ,           22.3 ,                 99.0
967.2151761054993    ,           22.3 ,                 99.0
